"month","stname","emprate"
2020-02-01,"Alabama",0.0240474009542881
2020-03-01,"Alabama",0.0335363127003135
2020-04-01,"Alabama",0.13857345903223
2020-05-01,"Alabama",0.0911402757717291
2020-06-01,"Alabama",0.0734894407231995
2020-07-01,"Alabama",0.0766939684555167
2020-08-01,"Alabama",0.0556929923818216
2020-09-01,"Alabama",0.0672047976107708
2020-02-01,"Alaska",0.0297833185256365
2020-03-01,"Alaska",0.0331347867001508
2020-04-01,"Alaska",0.0995553041093004
2020-05-01,"Alaska",0.0908274093363709
2020-06-01,"Alaska",0.0936928701738956
2020-07-01,"Alaska",0.0605151418645912
2020-08-01,"Alaska",0.0459236725614661
2020-09-01,"Alaska",0.0456822548998556
2020-02-01,"Arizona",0.0353188848854321
2020-03-01,"Arizona",0.0462131922454284
2020-04-01,"Arizona",0.132252097649899
2020-05-01,"Arizona",0.0900507994910548
2020-06-01,"Arizona",0.0985050736982102
2020-07-01,"Arizona",0.0992178645498897
2020-08-01,"Arizona",0.0651567973040744
2020-09-01,"Arizona",0.0638471111113058
2020-02-01,"Arkansas",0.0327181764063154
2020-03-01,"Arkansas",0.042582310974374
2020-04-01,"Arkansas",0.0915064795019431
2020-05-01,"Arkansas",0.083660479348868
2020-06-01,"Arkansas",0.0883210808879077
2020-07-01,"Arkansas",0.0692791625107571
2020-08-01,"Arkansas",0.0775828556357128
2020-09-01,"Arkansas",0.0645280927830642
2020-02-01,"California",0.0473445869721824
2020-03-01,"California",0.0564650322157744
2020-04-01,"California",0.168499772520358
2020-05-01,"California",0.161939858034874
2020-06-01,"California",0.136271582641935
2020-07-01,"California",0.126608451346482
2020-08-01,"California",0.110239723819271
2020-09-01,"California",0.112932388313989
2020-02-01,"Colorado",0.0296821131395939
2020-03-01,"Colorado",0.0449790260914786
2020-04-01,"Colorado",0.121322428868165
2020-05-01,"Colorado",0.100491105656916
2020-06-01,"Colorado",0.107596484479137
2020-07-01,"Colorado",0.0757706699546223
2020-08-01,"Colorado",0.0741947232591146
2020-09-01,"Colorado",0.0635146032843181
2020-02-01,"Connecticut",0.0422770013002886
2020-03-01,"Connecticut",0.0401702621002508
2020-04-01,"Connecticut",0.0825977261650332
2020-05-01,"Connecticut",0.109993694211187
2020-06-01,"Connecticut",0.103127836131602
2020-07-01,"Connecticut",0.1085584461785
2020-08-01,"Connecticut",0.0844403709558995
2020-09-01,"Connecticut",0.080193119689058
2020-02-01,"Delaware",0.0411309825989751
2020-03-01,"Delaware",0.043954740531667
2020-04-01,"Delaware",0.126303942874578
2020-05-01,"Delaware",0.153050445315294
2020-06-01,"Delaware",0.151176110280753
2020-07-01,"Delaware",0.0846929153482772
2020-08-01,"Delaware",0.0747557656107916
2020-09-01,"Delaware",0.0644147984617615
2020-02-01,"District of Columbia",0.058765763120186
2020-03-01,"District of Columbia",0.0635715256677326
2020-04-01,"District of Columbia",0.115241899206193
2020-05-01,"District of Columbia",0.0860872979888667
2020-06-01,"District of Columbia",0.0933201473793269
2020-07-01,"District of Columbia",0.086075867757193
2020-08-01,"District of Columbia",0.0998580828244781
2020-09-01,"District of Columbia",0.106627215820612
2020-02-01,"Florida",0.0334833965318269
2020-03-01,"Florida",0.0457663454837587
2020-04-01,"Florida",0.14339155124957
2020-05-01,"Florida",0.145903294457713
2020-06-01,"Florida",0.112454221337549
2020-07-01,"Florida",0.116109485372322
2020-08-01,"Florida",0.0774911181506613
2020-09-01,"Florida",0.0649999941578218
2020-02-01,"Georgia",0.0430120270048903
2020-03-01,"Georgia",0.0409232111904531
2020-04-01,"Georgia",0.11732447416701
2020-05-01,"Georgia",0.0878680556189358
2020-06-01,"Georgia",0.0801676888090108
2020-07-01,"Georgia",0.0727440343113529
2020-08-01,"Georgia",0.0547303914821081
2020-09-01,"Georgia",0.0594246702712377
2020-02-01,"Hawaii",0.0267452724979075
2020-03-01,"Hawaii",0.0129217188600453
2020-04-01,"Hawaii",0.188427935122913
2020-05-01,"Hawaii",0.190404810854855
2020-06-01,"Hawaii",0.143585335575119
2020-07-01,"Hawaii",0.129350490982802
2020-08-01,"Hawaii",0.125939287297223
2020-09-01,"Hawaii",0.179651919800083
2020-02-01,"Idaho",0.0248743438488129
2020-03-01,"Idaho",0.0261510770288742
2020-04-01,"Idaho",0.109948151595912
2020-05-01,"Idaho",0.0818767710384223
2020-06-01,"Idaho",0.0605829631749459
2020-07-01,"Idaho",0.0504054955868878
2020-08-01,"Idaho",0.0527355430968667
2020-09-01,"Idaho",0.0564533274957565
2020-02-01,"Illinois",0.0387636739961296
2020-03-01,"Illinois",0.0465727456121675
2020-04-01,"Illinois",0.176888597787399
2020-05-01,"Illinois",0.149214522393792
2020-06-01,"Illinois",0.137937845028075
2020-07-01,"Illinois",0.109980139493455
2020-08-01,"Illinois",0.0965660354983864
2020-09-01,"Illinois",0.0949413636606101
2020-02-01,"Indiana",0.0323895451915021
2020-03-01,"Indiana",0.0381132913402562
2020-04-01,"Indiana",0.165523156747481
2020-05-01,"Indiana",0.116595289880258
2020-06-01,"Indiana",0.102054585782895
2020-07-01,"Indiana",0.072365106581064
2020-08-01,"Indiana",0.0561461701179676
2020-09-01,"Indiana",0.0556274585416834
2020-02-01,"Iowa",0.0294837251663732
2020-03-01,"Iowa",0.0338583751636957
2020-04-01,"Iowa",0.0941832265188984
2020-05-01,"Iowa",0.0953946966907065
2020-06-01,"Iowa",0.0838911683951926
2020-07-01,"Iowa",0.0607669688050134
2020-08-01,"Iowa",0.0472203161241661
2020-09-01,"Iowa",0.0307666429600147
2020-02-01,"Kansas",0.0387812126827189
2020-03-01,"Kansas",0.0307203315052217
2020-04-01,"Kansas",0.112201041663258
2020-05-01,"Kansas",0.0788775794465562
2020-06-01,"Kansas",0.0629368711600353
2020-07-01,"Kansas",0.0648153416212185
2020-08-01,"Kansas",0.0646371217191981
2020-09-01,"Kansas",0.0574080934929047
2020-02-01,"Kentucky",0.0338914401785516
2020-03-01,"Kentucky",0.0570106979806162
2020-04-01,"Kentucky",0.17425075365631
2020-05-01,"Kentucky",0.108019809170678
2020-06-01,"Kentucky",0.0560905955151637
2020-07-01,"Kentucky",0.0681128092782249
2020-08-01,"Kentucky",0.0600906525666038
2020-09-01,"Kentucky",0.0483908855847442
2020-02-01,"Louisiana",0.0350859723911986
2020-03-01,"Louisiana",0.0545519533880239
2020-04-01,"Louisiana",0.131287579176015
2020-05-01,"Louisiana",0.134155048473176
2020-06-01,"Louisiana",0.113667163930626
2020-07-01,"Louisiana",0.104852250601888
2020-08-01,"Louisiana",0.0789087092987575
2020-09-01,"Louisiana",0.0724571669392632
2020-02-01,"Maine",0.0497355468270105
2020-03-01,"Maine",0.0293852697771849
2020-04-01,"Maine",0.0913835328864709
2020-05-01,"Maine",0.0727146969727254
2020-06-01,"Maine",0.0399816046339567
2020-07-01,"Maine",0.0842000504551819
2020-08-01,"Maine",0.0455672193061888
2020-09-01,"Maine",0.0387955993467556
2020-02-01,"Maryland",0.0417311208803898
2020-03-01,"Maryland",0.0391866748837769
2020-04-01,"Maryland",0.0855931163548939
2020-05-01,"Maryland",0.0858235653446233
2020-06-01,"Maryland",0.0689444868308885
2020-07-01,"Maryland",0.0890541446710552
2020-08-01,"Maryland",0.0737590203951778
2020-09-01,"Maryland",0.0663980905007041
2020-02-01,"Massachusetts",0.0367385703142779
2020-03-01,"Massachusetts",0.0362881276269655
2020-04-01,"Massachusetts",0.154469005816482
2020-05-01,"Massachusetts",0.163184752899591
2020-06-01,"Massachusetts",0.158183789898683
2020-07-01,"Massachusetts",0.134675977023766
2020-08-01,"Massachusetts",0.103064586698915
2020-09-01,"Massachusetts",0.0841216795494821
2020-02-01,"Michigan",0.0329044480464201
2020-03-01,"Michigan",0.0441735328941366
2020-04-01,"Michigan",0.233546767864176
2020-05-01,"Michigan",0.208515642797296
2020-06-01,"Michigan",0.149659742049353
2020-07-01,"Michigan",0.0988153026567599
2020-08-01,"Michigan",0.0891183446564993
2020-09-01,"Michigan",0.0817096672809454
2020-02-01,"Minnesota",0.0377330674276246
2020-03-01,"Minnesota",0.0406279223227607
2020-04-01,"Minnesota",0.0768277106818744
2020-05-01,"Minnesota",0.0984887648095455
2020-06-01,"Minnesota",0.0783381513725111
2020-07-01,"Minnesota",0.0645275240730112
2020-08-01,"Minnesota",0.0618254008436642
2020-09-01,"Minnesota",0.0507538814532873
2020-02-01,"Mississippi",0.0543705624280376
2020-03-01,"Mississippi",0.0573917385469819
2020-04-01,"Mississippi",0.145794912013283
2020-05-01,"Mississippi",0.0920895344178242
2020-06-01,"Mississippi",0.099304260145736
2020-07-01,"Mississippi",0.108542847235749
2020-08-01,"Mississippi",0.0925472937673701
2020-09-01,"Mississippi",0.0661326603820765
2020-02-01,"Missouri",0.0323689564044897
2020-03-01,"Missouri",0.0462615825786047
2020-04-01,"Missouri",0.115749065593978
2020-05-01,"Missouri",0.0830236078267563
2020-06-01,"Missouri",0.0746414563419188
2020-07-01,"Missouri",0.0698585650612383
2020-08-01,"Missouri",0.0636645280077092
2020-09-01,"Missouri",0.0415987212542649
2020-02-01,"Montana",0.039393635203779
2020-03-01,"Montana",0.0458430479504603
2020-04-01,"Montana",0.112737596666821
2020-05-01,"Montana",0.083293859354298
2020-06-01,"Montana",0.0682543198383982
2020-07-01,"Montana",0.0620309516815769
2020-08-01,"Montana",0.0481491005756778
2020-09-01,"Montana",0.0331979181835753
2020-02-01,"Nebraska",0.0300916856828175
2020-03-01,"Nebraska",0.0458707416884078
2020-04-01,"Nebraska",0.0758672818701436
2020-05-01,"Nebraska",0.048689444110551
2020-06-01,"Nebraska",0.0661127166624457
2020-07-01,"Nebraska",0.0514609343888207
2020-08-01,"Nebraska",0.0407985283889156
2020-09-01,"Nebraska",0.0407410178953322
2020-02-01,"Nevada",0.0450984683896425
2020-03-01,"Nevada",0.0595800010921126
2020-04-01,"Nevada",0.302768249376039
2020-05-01,"Nevada",0.249626782080651
2020-06-01,"Nevada",0.156253436649625
2020-07-01,"Nevada",0.151879513839602
2020-08-01,"Nevada",0.139161210552352
2020-09-01,"Nevada",0.116887355338811
2020-02-01,"New Hampshire",0.0329067910125965
2020-03-01,"New Hampshire",0.0203435234433034
2020-04-01,"New Hampshire",0.15089178325809
2020-05-01,"New Hampshire",0.113084303219854
2020-06-01,"New Hampshire",0.0941698703712492
2020-07-01,"New Hampshire",0.078239621661722
2020-08-01,"New Hampshire",0.0562059950814032
2020-09-01,"New Hampshire",0.0496823189833745
2020-02-01,"New Jersey",0.0363920550299
2020-03-01,"New Jersey",0.0386948340356833
2020-04-01,"New Jersey",0.168294537342147
2020-05-01,"New Jersey",0.152966263906779
2020-06-01,"New Jersey",0.158946614366599
2020-07-01,"New Jersey",0.138253885845583
2020-08-01,"New Jersey",0.119078297982005
2020-09-01,"New Jersey",0.0872692637585459
2020-02-01,"New Mexico",0.0483755578830292
2020-03-01,"New Mexico",0.0581706542535204
2020-04-01,"New Mexico",0.100611502427407
2020-05-01,"New Mexico",0.0871882983189589
2020-06-01,"New Mexico",0.09014972687875
2020-07-01,"New Mexico",0.137054866876458
2020-08-01,"New Mexico",0.097953117386698
2020-09-01,"New Mexico",0.0853219607078858
2020-02-01,"New York",0.0373409939004771
2020-03-01,"New York",0.0459234339693312
2020-04-01,"New York",0.160329363256792
2020-05-01,"New York",0.151360776043787
2020-06-01,"New York",0.146251498915132
2020-07-01,"New York",0.14177431345681
2020-08-01,"New York",0.115926561662988
2020-09-01,"New York",0.0970493080995475
2020-02-01,"North Carolina",0.0322881976890398
2020-03-01,"North Carolina",0.0441815367875082
2020-04-01,"North Carolina",0.137171484128782
2020-05-01,"North Carolina",0.133089543207569
2020-06-01,"North Carolina",0.0867361030037133
2020-07-01,"North Carolina",0.0844200321587177
2020-08-01,"North Carolina",0.0636881189213049
2020-09-01,"North Carolina",0.0744207802020265
2020-02-01,"North Dakota",0.0300861697642976
2020-03-01,"North Dakota",0.0262212377220298
2020-04-01,"North Dakota",0.0890295489910857
2020-05-01,"North Dakota",0.0781461328470073
2020-06-01,"North Dakota",0.0594048816081341
2020-07-01,"North Dakota",0.0599522891969879
2020-08-01,"North Dakota",0.048297115250552
2020-09-01,"North Dakota",0.039318397355678
2020-02-01,"Ohio",0.0450169487659208
2020-03-01,"Ohio",0.0513672964593166
2020-04-01,"Ohio",0.169016470552505
2020-05-01,"Ohio",0.143373995179205
2020-06-01,"Ohio",0.104344428364049
2020-07-01,"Ohio",0.106263355676052
2020-08-01,"Ohio",0.0890800629017661
2020-09-01,"Ohio",0.0720016892546557
2020-02-01,"Oklahoma",0.0290726719944324
2020-03-01,"Oklahoma",0.0306041360412515
2020-04-01,"Oklahoma",0.119379873248482
2020-05-01,"Oklahoma",0.08139771257206
2020-06-01,"Oklahoma",0.0623008554714826
2020-07-01,"Oklahoma",0.0641352293929943
2020-08-01,"Oklahoma",0.052098937635594
2020-09-01,"Oklahoma",0.0501615374802062
2020-02-01,"Oregon",0.0417606435911378
2020-03-01,"Oregon",0.042788450965251
2020-04-01,"Oregon",0.128012653778704
2020-05-01,"Oregon",0.105309969958234
2020-06-01,"Oregon",0.106658571191731
2020-07-01,"Oregon",0.0961255027950931
2020-08-01,"Oregon",0.0741760090544898
2020-09-01,"Oregon",0.0801606894347012
2020-02-01,"Pennsylvania",0.0457367169529315
2020-03-01,"Pennsylvania",0.0577918597242718
2020-04-01,"Pennsylvania",0.155149272638563
2020-05-01,"Pennsylvania",0.12968824007597
2020-06-01,"Pennsylvania",0.120916495912477
2020-07-01,"Pennsylvania",0.127121837198916
2020-08-01,"Pennsylvania",0.105604592272652
2020-09-01,"Pennsylvania",0.0790548948913802
2020-02-01,"Rhode Island",0.0421520675334941
2020-03-01,"Rhode Island",0.0460067170792922
2020-04-01,"Rhode Island",0.162394889163218
2020-05-01,"Rhode Island",0.12959336950411
2020-06-01,"Rhode Island",0.0988100317028561
2020-07-01,"Rhode Island",0.127219878612801
2020-08-01,"Rhode Island",0.137262374218535
2020-09-01,"Rhode Island",0.0879425874382762
2020-02-01,"South Carolina",0.0395979631988779
2020-03-01,"South Carolina",0.0318890298392767
2020-04-01,"South Carolina",0.110047066886265
2020-05-01,"South Carolina",0.106952889032839
2020-06-01,"South Carolina",0.0831199359275544
2020-07-01,"South Carolina",0.081896848790509
2020-08-01,"South Carolina",0.0571952735019641
2020-09-01,"South Carolina",0.0503035582537628
2020-02-01,"South Dakota",0.026494997300206
2020-03-01,"South Dakota",0.0381186550433724
2020-04-01,"South Dakota",0.0827333194952321
2020-05-01,"South Dakota",0.0530666215665544
2020-06-01,"South Dakota",0.0390669287926917
2020-07-01,"South Dakota",0.0468062188246786
2020-08-01,"South Dakota",0.0301311880762231
2020-09-01,"South Dakota",0.0293316064005005
2020-02-01,"Tennessee",0.0467131977326142
2020-03-01,"Tennessee",0.0391703004677832
2020-04-01,"Tennessee",0.155898943699521
2020-05-01,"Tennessee",0.100773126789818
2020-06-01,"Tennessee",0.113831922732878
2020-07-01,"Tennessee",0.101480551115232
2020-08-01,"Tennessee",0.0799391446118081
2020-09-01,"Tennessee",0.0560882678729838
2020-02-01,"Texas",0.0388772205140481
2020-03-01,"Texas",0.0493537997048749
2020-04-01,"Texas",0.124195937381895
2020-05-01,"Texas",0.12005730194982
2020-06-01,"Texas",0.100086981842541
2020-07-01,"Texas",0.092119887313842
2020-08-01,"Texas",0.0685011274357084
2020-09-01,"Texas",0.0767125671079429
2020-02-01,"Utah",0.0212243548410257
2020-03-01,"Utah",0.0277098455613689
2020-04-01,"Utah",0.104562259694213
2020-05-01,"Utah",0.0803350550209146
2020-06-01,"Utah",0.0601531252323741
2020-07-01,"Utah",0.0444214780527284
2020-08-01,"Utah",0.0433633042704955
2020-09-01,"Utah",0.0369451743023769
2020-02-01,"Vermont",0.0187757487446544
2020-03-01,"Vermont",0.026096241971691
2020-04-01,"Vermont",0.14806174588167
2020-05-01,"Vermont",0.0920426713352549
2020-06-01,"Vermont",0.0835859841146791
2020-07-01,"Vermont",0.0680165506614531
2020-08-01,"Vermont",0.0474366541941873
2020-09-01,"Vermont",0.049175675311008
2020-02-01,"Virginia",0.0238674703132535
2020-03-01,"Virginia",0.0264161034187861
2020-04-01,"Virginia",0.102013775975715
2020-05-01,"Virginia",0.0832358309061026
2020-06-01,"Virginia",0.0905432836495598
2020-07-01,"Virginia",0.0841844978174856
2020-08-01,"Virginia",0.0630262609661739
2020-09-01,"Virginia",0.0572098832265211
2020-02-01,"Washington",0.0339392740035581
2020-03-01,"Washington",0.0440578573027112
2020-04-01,"Washington",0.158928711059821
2020-05-01,"Washington",0.142356677213697
2020-06-01,"Washington",0.0837750148317334
2020-07-01,"Washington",0.104156978360669
2020-08-01,"Washington",0.0855743880151211
2020-09-01,"Washington",0.0682469402206854
2020-02-01,"West Virginia",0.0427993109237996
2020-03-01,"West Virginia",0.057408615204245
2020-04-01,"West Virginia",0.139965982988456
2020-05-01,"West Virginia",0.112021403511761
2020-06-01,"West Virginia",0.103466844433448
2020-07-01,"West Virginia",0.105216841321793
2020-08-01,"West Virginia",0.086114846826328
2020-09-01,"West Virginia",0.0828080870323346
2020-02-01,"Wisconsin",0.032195429086154
2020-03-01,"Wisconsin",0.0281699619864249
2020-04-01,"Wisconsin",0.134566155096115
2020-05-01,"Wisconsin",0.104222574379317
2020-06-01,"Wisconsin",0.0901802418380686
2020-07-01,"Wisconsin",0.0697106151868713
2020-08-01,"Wisconsin",0.0541534504677702
2020-09-01,"Wisconsin",0.0468041195890226
2020-02-01,"Wyoming",0.0464509422155226
2020-03-01,"Wyoming",0.0391970869886131
2020-04-01,"Wyoming",0.055468566683159
2020-05-01,"Wyoming",0.0775647917700968
2020-06-01,"Wyoming",0.0686804762507344
2020-07-01,"Wyoming",0.0709698253461368
2020-08-01,"Wyoming",0.052523797241808
2020-09-01,"Wyoming",0.0423880527079651
